productId^name^catIds
397986^穆斯林的葬礼(限量纪念版)^832|723|396
398996^HTC T329d CDMA2000/GSM 3G手机(白色 电信定制) 双模双待双通,4.0英寸显示屏,双核1G^1128|640|304
402182^Kingston 金士顿 Class4 16G TF卡(micro SD)手机存储卡^1057|268|902
402488^Transcend 创见 microSDHC Class4 TF卡 8G^1057|268|902
403716^Logitech 罗技 M215无线人体工学光电鼠标(黑色 升级型,省电,磨砂质感,三色可选,三年质保)^1057|439|736
404973^Kingston 金士顿 Class4 32G TF卡(micro SD)手机存储卡 (二合一套装)^1057|268|902
405264^Pride and Prejudice^832|476|923
406697^Merries花王纸尿裤S82片(日本进口全新款)适合4-8kg^911|572|822
406937^孩子你慢慢来^832|665|45
407111^三国演义^832|519|1
407242^欧司朗台灯(理想)STL-T412W-03WT(含欧司朗光源)^571|326|327
407375^目送:龙应台^832|723|221
407467^山楂树之恋^832|519|1
407523^送你一颗子弹^832|552|115
407720^Fuhlen 富勒L400有线键盘USB接口 优雅灰(纤薄、超静音人体工学设计,时尚、舒适超低键帽;防溅洒,激光镭雕技术、字符永不磨损。千万次超长寿命按键)^1057|439|962
407816^"幸福了吗?(附完整版""白岩松耶鲁大学演讲""光盘1张)"^832|1101|921
410608^哈尔斯HB-500F真空吊带保温杯500ml^933|833|743
410716^中日交流标准日本语(初级)(套装上下册)^832|1101|921
410901^朗文????外研社????新概念英语1(学生用书)(盒装磁带版)(附磁带2盘)^832|1101|921
411709^PNY 必恩威 巴黎双子盘 香醇摩卡 8GB 优盘^1057|268|378
413504^Kingston 金士顿 DataTraveler DTSE9/8GB 优盘^1057|268|378
413814^光明与磊落^832|519|402
414920^SAMSUNG 三星 8GB TF MicroSD/SDHC MB-MS8GB 标准版 存储卡^1057|268|902
415966^Edifier漫步者 R101T06 2.1声道音箱(黑色 多功能线控器 支持耳机输出)^1057|439|1064
415968^Mentholatum曼秀雷敦控油抗痘洁面乳 150ml^916|451|406
418330^Kingston 金士顿 32G SDHC Class4 SD卡^57|881|303
420213^HUAWEI 华为 Ascend P6 联通3G手机 WCDMA/GSM(俊逸黑)^1128|640|304
422420^三国演义^832|1101|1086
425715^我们仨(大字版)^832|519|599
427323^三国演义^832|519|1
427878^麦田里的守望者(纪念版)^832|1101|1086
427957^Rocher费列罗T3榛果威化巧克力37.5g*16 (整盒销售) (进口)^67|550|230
428192^千纤草玫瑰水500ml^916|451|1123
429975^Logitech 罗技 M215无线人体工学光电鼠标(红色 升级型,,省电,磨砂质感,三色可选,三年质保)^1057|439|736
432403^狼图腾^832|519|1
432833^Elizabeth Arden伊丽莎白雅顿第五大道喷式淡香水75ml(进)^916|416|553
433376^森海塞尔 Sennheiser CX 200 STREET II 入耳机耳机(黑色 是你在小巷里或人行道上的绝佳伙伴)^1057|439|992
435710^NOKIA诺基亚1050 超长待机直板手机(蓝)^1128|640|304
435843^SanDisk 闪迪 microSDHC Class10 64GB 至尊极速移动存储卡 UHS-1制式 读取速度最高可达80MB/s 金红色^1057|268|902
435905^TOSHIBA 东芝 16G TF(microSDHC)存储卡(Class10)30MB/s 黑色^1057|268|902
437230^三杯茶^832|519|1
437778^Rocher费列罗T24钻石装榛果威化巧克力300g (进口)^67|550|230
437831^PNY 必恩威 纽约双子盘 天空蓝 32GB 优盘^1057|268|378
438137^MERCURY 水星网络 MW300R 11N 300M无线宽带路由器(此款产品老版本为8个显示灯,新老版本随机发货)^1057|390|815
438242^EARISE 雅兰仕AL-202 2.0声道 线控 笔记本音箱 (黑色)^1057|439|1064
442155^红楼梦^832|519|1
442300^人生若只如初见^832|519|599
442353^三国演义^832|519|1
443574^天堂伞三折自开自收超大晴雨伞 黑色 3331E碰 (一甩干) 两种图案随机发放^933|659|442
443787^美的加湿器S20U-M米宝宝(颜色随机)^222|397|248
444361^Kingston 金士顿 KVR1333 2G笔记本内存(DDR3 1333 2G)^1057|24|851
444886^Elizabeth Arden伊丽莎白雅顿保湿调理露200ml(进)^916|451|730
445047^FLYCO飞科剃须刀FS711(电动充电 旋转式双刀头 全网爆款 双环贴面刀网 磨砂外观 轻触式开关)^222|621|691
445112^FBI教你读心术(钻石升级版)^832|151|305
446144^Tenda 腾达N300 300M无线路由器(20个一箱,整箱出货)^1057|390|815
447129^森海塞尔 Sennheiser HD201 头戴式封闭立体声耳机(拥有较好的隔音效能和舒适的佩戴感受 )^1057|439|992
448229^Edifier漫步者 R201T08 2.1声道音箱(黑色 百万经典音箱最新升级版)^1057|439|1064
448553^红楼梦^832|519|1
448603^Kingston 金士顿 KVR1333D3S8N9/2G 台式机内存(DDR3 1333 2G)^1057|818|652
449909^夏洛的网^1057|346|192
450131^SanDisk 闪迪 microSDHC Class10 16GB至尊高速移动存储卡 UHS-1制式 读写速度最高可达30MB/s^1057|268|902
450680^时寒冰说:欧债真相警示中国^832|151|353
452195^韩寒MOOK1:很高兴见到你^832|519|402
452966^台电 X19+ MP3播放器(4GB 70小时超长待机 支持FM、无损音乐播放)^1128|348|995
453473^逃离^832|1101|1086
454268^PNY 必恩威 巴黎双子盘 香醇摩卡 32GB 优盘^1057|268|378
457976^我们仨^832|723|586
458097^三国演义(上下)^832|519|1
458993^Casio 卡西欧三眼计时精钢EDIFICE指针系列男表 EF-316D-1AVDR^486|487|706
459600^儿童动物百科全书^832|665|285
460034^天才在左疯子在右^832|723|189
460360^Styliving宝裕合BFNC066B烤黑漆迷你四层置物架^933|217|224
461938^WD 西部数据 My Passport 2.5' USB3.0 2TB移动硬盘(蓝色 WDBY8L0020BBL-PESN-CH)^1057|268|814
463424^朗文????外研社????新概念英语2(学生用书)(盒装磁带版)(附磁带3盘)^832|1101|921
464219^PNY 必恩威 巴黎双子盘 香醇摩卡 16GB 优盘^1057|268|378
466020^Kingston 金士顿 DataTraveler DTSE9/16GB 优盘^1057|268|378
466683^Kingston 金士顿 DataTraveler 101 G2 64GB 绿色 优盘^1057|268|378
466978^ONDA 昂达 VX330 4G MP3 黑色^1128|348|995
467716^红宝书?考研英语词汇:必考词+基础词+超纲词(2014)(附精缩版《考研英语词汇》+练习册+带字幕MP3光盘)^832|1101|921
469516^傲慢与偏见(英文版)^832|1101|921
469706^围城^832|519|1
470165^朱镕基答记者问^832|723|221
470839^韩寒:独唱团(第1辑)^832|519|402
470952^千纤草苦瓜水500ml^916|451|1123
472207^Dell 戴尔 光电鼠标 MS111 USB雅致黑色(正版盒装)(MS111-P,MS111-L混装)^1057|439|736
472792^HUAWEI 华为 Ascend P6 3G手机(俊逸黑 电信定制)CDMA2000/GSM、双卡双待、纤薄机身、金属质感、800万像素、android 4.2系统、4.7英寸屏幕^1128|640|304
473113^活着^832|552|892
473380^Pride and Prejudice^832|476|923
473843^心理学与生活^832|723|189
474201^如何说孩子才会听 怎么听孩子才肯说^832|665|45
474797^红楼梦^832|519|1
474853^查名一猫防水防泪睫毛组合(睫毛膏8ml+眼线液6ml)^916|416|255
480396^Friso美素佳儿金装3段幼儿配方奶粉900g原装进口^911|39|122
480639^Bear小熊 酸奶机 SNJ-10A2(不锈钢内胆)特价强力推荐(白色)(亚马逊独家订制)^222|964|1020
480671^千纤草芦荟水500ml^916|451|1123
485520^洗颜专科柔澈泡沫洁面乳120g(资生堂授权正品)(进)^916|451|406
486230^我最想要的化妆书^832|665|117
487126^虚实之间^832|519|599
487643^ZTE 中兴 U795智能3G手机(黑)移动定制版、4.0英寸屏幕、Android系统^1128|640|304
489000^Kingston 金士顿 Class10 8G TF卡(micro SD)手机存储卡 (二合一套装)^1057|268|902
489110^Pride and Prejudice^832|476|923
489369^英语词汇的奥秘(修订本)^832|1101|1116
489542^穆斯林的葬礼^832|723|221
492579^红楼梦^832|1101|1086
492675^WD 西部数据 My Passport 2.5' USB3.0 1TB移动硬盘 (黑色 WDBBEP0010BBK-PESN-CH)^1057|268|814
493410^Samsung 三星 Micro SDHC(TF) 32G Class10 48MB/S UHS-1 升级版 高速存储卡^1057|268|902
493989^NOKIA诺基亚1050 超长待机直板手机(黑)^1128|640|304
494800^红楼梦(新版)^832|723|1052
494817^红楼梦^832|723|1052
495238^白鹿原^832|519|1
495256^朗文????外研社????新概念英语3:培养技能(新版)^832|1101|921
495474^乐扣乐扣(lock&lock)手提型运动水壶HPP721(500ml)^933|833|289
496884^Kingston 金士顿 DataTraveler 101 G2 8GB 优盘^1057|268|378
496910^Kingston 金士顿 4G microSDHC Class4 TF卡^1057|268|902
497901^史蒂夫????乔布斯传(附印作者签章)^832|723|586
498020^SanDisk闪迪ExtremeSDHCUHS-1Class10300X32G至尊极速高清SD卡-45MB/s(新老包装随机发货)^1057|268|902
499330^Pride and Prejudice^832|476|923
499898^人间词话 手稿本全编^832|519|599
500803^红楼梦^832|723|1052
501559^A4Tech 双飞燕OP-520NU有线针光鼠标USB接口 黑色 (针光引擎:新一代针光技术,超强过界 穿透三维,定位精准,毛上也照飞)^1057|439|736
505204^朗文?外研社?新概念英语1:英语初阶(新版)^832|1101|921
505324^乐扣乐扣(lock&lock) 手提型运动水壶HPP722(700ML)^933|833|289
505556^Casio 卡西欧EDIFICE系列三眼六针石英男表 EF-305D-1AVDR^486|487|706
505708^每天懂一点色彩心理学^832|723|189
507644^你是人间的四月天^832|519|1
508378^TOSHIBA 东芝 黑甲虫系列 2.5寸 1TB USB3.0 移动硬盘(黑色)^1057|268|814
508418^SAMSUNG 三星 8G microSDHC Class6 标准版 TF卡 MB-MS8GA/CN^1057|268|902
508447^小时代3.0刺金时代(限量版)(附郭敬明最新写真明信片+海报二十张+特制3D眼镜+精美大开海报4张)^832|519|402
511015^万历十五年^832|723|221
511582^一个女人的成长^832|151|305
511606^语文新课标必读丛书:平凡的世界(增订版)(套装共3册)^832|1101|374
517319^TP-LINK TL-WR700N 150M迷你型无线路由器^1057|390|815
517740^步步惊心(新版)(附精美明信片)^832|519|402
518002^中外名家经典诗歌:你是人间的四月天(林微因卷)^832|519|599
519396^WD 西部数据 My Passport 2.5' USB3.0 500G 蓝色 移动硬盘 (联强套装 WDBKXH5000ABL-PESN-CH 内附硬盘保护套)^1057|268|814
519576^看见^832|1101|1086
520943^穆斯林的葬礼^571|165
521614^365天英语口语大全:日常口语(附赠MP3光盘1张)^832|1101|921
521794^培养孩子好性格的80个经典维尼故事(第2版)^832|1101|1086
